DATE,PRECIP,EVAP,TMAX,TMIN,T.Media
2010-01-31,2.5451612903225804,3.3483870967741938,24.532258064516128,11.596774193548388,18.064516129032256
2010-02-28,0.9142857142857144,3.646428571428572,22.25,10.589285714285714,16.419642857142858
2010-03-31,0.9741935483870967,5.100000000000001,27.370967741935484,12.709677419354838,20.04032258064516
2010-04-30,1.7436754507628294,4.678643067846609,28.8,16.55,22.675
2010-05-31,2.871298823318867,4.7148158721096225,31.661290322580644,20.387096774193548,26.024193548387096
2010-06-30,6.096666666666667,6.435309734513274,33.86666666666667,21.166666666666668,27.516666666666666
2010-07-31,2.1874278555769315,5.477419354838709,32.096774193548384,21.20967741935484,26.653225806451612
2010-08-31,2.210008500738222,6.370967741935483,33.08064516129032,21.387096774193548,27.233870967741936
2010-09-30,1.6170087840961629,4.783333333333333,30.516666666666666,19.616666666666667,25.066666666666666
2010-10-31,0.8064516129032258,4.729032258064516,29.70967741935484,16.580645161290324,23.145161290322584
2010-11-30,0.3966666666666666,4.52,27.533333333333335,14.083333333333334,20.808333333333334
2010-12-31,3.7096774193548385,3.669654581787042,25.241935483870968,11.85483870967742,18.548387096774192
2011-01-31,1.4419354838709677,4.6250927776191935,24.29032258064516,11.806451612903226,18.048387096774192
2011-02-28,0.5321428571428571,5.378571428571427,29.232142857142858,15.303571428571429,22.267857142857142
2011-03-31,0.0,6.248387096774193,30.338709677419356,18.080645161290324,24.20967741935484
2011-04-30,0.12000000000000001,8.233333333333333,33.3,19.35,26.325
2011-05-31,0.05806451612903226,8.235483870967743,33.5,20.919354838709676,27.20967741935484
2011-06-30,1.4200000000000002,8.863333333333335,34.166666666666664,21.35,27.758333333333333
2011-07-31,0.05806451612903226,9.054838709677417,34.645161290322584,21.70967741935484,28.17741935483871
2011-08-31,0.24871817815757685,8.85483870967742,36.41935483870968,22.129032258064516,29.274193548387096
2011-09-30,2.0466666666666664,8.52,34.18333333333333,21.633333333333333,27.90833333333333
2011-10-31,0.8451612903225806,7.119354838709678,29.85483870967742,16.822580645161292,23.338709677419356
2011-11-30,0.17333333333333334,5.9,27.833333333333332,15.45,21.641666666666666
2011-12-31,0.623242807928057,3.7516129032258068,23.725806451612904,12.112903225806452,17.91935483870968
2012-01-31,0.3751867925372466,4.280645161290322,26.677419354838708,15.064516129032258,20.870967741935484
2012-02-29,1.414854847194988,4.637931034482759,27.051724137931036,15.948275862068966,21.5
2012-03-31,0.34871817815757683,6.990322580645162,31.43548387096774,19.016129032258064,25.225806451612904
2012-04-30,0.4036754507628294,8.01,32.95,19.7,26.325000000000003
2012-05-31,0.7967741935483871,8.832258064516127,33.88709677419355,20.774193548387096,27.330645161290324
2012-06-30,3.5933333333333333,9.279999999999998,35.1,22.3,28.700000000000003
2012-07-31,3.5870967741935487,9.599999999999998,35.03225806451613,22.64516129032258,28.838709677419352
2012-08-31,2.2193548387096773,8.709677419354838,34.53225806451613,22.467741935483872,28.5
2012-09-30,1.7936754507628294,6.603333333333333,31.133333333333333,20.516666666666666,25.825
2012-10-31,0.12969442083128271,6.2870967741935475,30.677419354838708,19.451612903225808,25.064516129032256
2012-11-30,2.1100000000000003,4.303333333333333,24.983333333333334,16.033333333333335,20.508333333333333
2012-12-31,0.7806451612903226,4.819354838709677,24.451612903225808,13.17741935483871,18.81451612903226
2013-01-31,0.2903225806451613,4.890322580645159,25.983870967741936,14.258064516129032,20.120967741935484
2013-02-28,0.34285714285714286,6.3571428571428585,26.964285714285715,15.357142857142858,21.160714285714285
2013-03-31,0.11968592009306073,6.451612903225806,28.79032258064516,16.177419354838708,22.483870967741936
2013-04-30,0.9603421174294962,6.693333333333336,30.216666666666665,17.383333333333333,23.799999999999997
2013-05-31,2.8193548387096774,8.006451612903227,33.096774193548384,20.919354838709676,27.008064516129032
2013-06-30,1.7933333333333332,9.529999999999998,33.68333333333333,21.833333333333332,27.758333333333333
2013-07-31,1.8809762426737058,8.438709677419354,33.53225806451613,21.774193548387096,27.653225806451612
2013-08-31,1.3755178739206302,7.070967741935484,33.064516129032256,21.14516129032258,27.104838709677416
2013-09-30,7.48367545076283,5.669999999999999,30.583333333333332,20.766666666666666,25.674999999999997
2013-10-31,1.9616214039640285,5.296774193548388,28.096774193548388,18.951612903225808,23.524193548387096
2013-11-30,2.4540175681923255,3.536666666666667,23.183333333333334,14.083333333333334,18.633333333333333
2013-12-31,5.645492371705964,3.7967741935483863,21.741935483870968,12.274193548387096,17.008064516129032
2014-01-31,0.2842020491253188,4.283870967741935,24.806451612903224,11.258064516129032,18.032258064516128
2014-02-28,1.832142857142857,4.575,27.625,14.857142857142858,21.24107142857143
2014-03-31,3.736808196501275,4.354838709677419,26.338709677419356,14.951612903225806,20.64516129032258
2014-04-30,0.47735090152565884,5.786666666666665,29.466666666666665,17.883333333333333,23.674999999999997
2014-05-31,0.7487181781575769,6.4580645161290295,31.016129032258064,18.838709677419356,24.92741935483871
2014-06-30,3.557008784096163,7.820000000000001,33.18333333333333,21.516666666666666,27.349999999999998
2014-07-31,1.587758936960315,8.016129032258064,34.53225806451613,21.322580645161292,27.92741935483871
2014-08-31,1.6458234530893474,7.996774193548388,34.87096774193548,21.483870967741936,28.177419354838708
2014-09-30,4.724017568192326,4.970000000000001,30.233333333333334,20.1,25.166666666666668
2014-10-31,3.046154534472731,4.841935483870968,29.79032258064516,18.048387096774192,23.919354838709676
2014-11-30,0.15034211742949607,3.893333333333334,24.683333333333334,12.766666666666667,18.725
2014-12-31,2.3483870967741938,3.583870967741935,23.322580645161292,14.096774193548388,18.70967741935484
2015-01-31,0.14838709677419354,3.1903225806451605,22.129032258064516,11.758064516129032,16.943548387096776
2015-02-28,0.3650188230632058,3.646428571428572,24.125,12.035714285714286,18.080357142857142
2015-03-31,2.313896469956602,4.474193548387096,28.032258064516128,14.758064516129032,21.39516129032258
2015-04-30,4.150684234858992,5.273333333333334,29.483333333333334,17.566666666666666,23.525
2015-05-31,3.72646861437967,5.912903225806452,31.677419354838708,19.741935483870968,25.70967741935484
2015-06-30,1.9166666666666667,6.2666666666666675,33.28333333333333,21.0,27.141666666666666
2015-07-31,0.4064516129032258,8.151612903225807,35.935483870967744,21.387096774193548,28.661290322580648
2015-08-31,1.0196859200930606,7.341935483870968,35.403225806451616,20.43548387096774,27.91935483870968
2015-09-30,1.6406842348589923,6.04,33.9,19.55,26.725
2015-10-31,2.1555008724441858,5.306451612903227,31.919354838709676,17.983870967741936,24.951612903225808
2015-11-30,5.017350901525659,3.893333333333333,26.783333333333335,14.066666666666666,20.425
2015-12-31,1.4045501319851463,4.212903225806451,26.693548387096776,12.919354838709678,19.806451612903228
2016-01-31,0.5938794684801575,4.53225806451613,27.322580645161292,11.306451612903226,19.31451612903226
2016-02-29,0.7007078291644748,5.279310344827585,30.017241379310345,14.137931034482758,22.07758620689655
2016-03-31,0.3458234530893472,5.72258064516129,30.983870967741936,15.67741935483871,23.330645161290324
2016-04-30,8.316666666666666,6.2299999999999995,32.6,18.566666666666666,25.583333333333336
2016-05-31,3.2684040982506377,5.587096774193548,33.596774193548384,19.806451612903224,26.701612903225804
2016-06-30,0.46,7.506666666666665,36.05,20.55,28.299999999999997
2016-07-31,3.0003310813833832,8.958064516129031,37.17741935483871,21.129032258064516,29.153225806451616
2016-08-31,4.888090018343698,7.300000000000002,35.04838709677419,20.951612903225808,28.0
2016-09-30,8.530684234858992,6.746666666666666,33.983333333333334,20.35,27.166666666666668
2016-10-31,0.7583955975124156,5.9225806451612915,32.20967741935484,17.70967741935484,24.95967741935484
2016-11-30,0.2606842348589921,4.3533333333333335,29.4,14.716666666666667,22.058333333333334
2016-12-31,0.2264686143796698,3.938709677419356,26.43548387096774,13.580645161290322,20.008064516129032
2017-01-31,0.5258064516129033,5.12437910362548,26.97885991448267,13.184011220196354,20.08143556733951
2017-02-28,0.1142857142857143,6.7055625790139235,30.940880619605814,14.593012422360248,22.76694652098303
2017-03-31,1.590984743411928,6.721153297173865,31.222648394853437,17.296914446002805,24.25978142042812
2017-04-30,1.0166666666666666,6.978525073746329,32.028155244965426,18.273478260869567,25.150816752917496
2017-05-31,2.7329202272828956,7.127604910077093,33.591763140289125,20.248527349228613,26.92014524475887
2017-06-30,4.9655172413793105,6.815990234971078,29.597282293253702,16.498275862068976,23.04777907766134
2017-07-31,1.3870967741935485,6.851041964030901,29.788260396365967,16.441444600280516,23.11485249832324
2017-08-31,0.29367545076282936,6.590766961651986,29.629287646528372,16.610579710144936,23.119933678336654
2017-09-30,0.3392857142857143,6.5644437420986765,30.25941941474513,16.7886645962733,23.524042005509216
2017-10-31,2.6831125352718925,6.614586512053779,30.35788377227073,16.808620689655182,23.583252230962955
2017-11-30,0.9928571428571429,6.391561314791473,29.993613803727047,17.176785714285725,23.585199759006386
2017-12-31,0.5814814814814815,6.592756473287516,29.88013865232828,17.095652173913052,23.48789541312067
